id,label
10282,1
10283,1
10284,1
10285,1
10286,0
10287,1.12E-35
10288,0
10289,1.33E-36
1029,0
10290,1
10291,1
10292,3.09E-29
10293,1
10294,1.38E-37
10295,7.49E-32
10296,5.45E-28
10297,1
10298,1
10299,0.072453059
103,0
1030,4.03E-31
10300,1
10301,0
10302,1
10303,1.14E-23
10304,1
10305,1
10306,1
10307,1
10308,0
10309,2.64E-36
1031,4.06E-30
10310,9.82E-13
10311,1.40E-28
10312,0
10313,1
10314,0
10315,1
10316,1
10317,1
10318,0
10319,0.994683683
1032,1
10320,1
10321,1
10322,1
10323,1
10324,1
10325,1.50E-33
10326,1
10327,1
10328,3.55E-33
10329,1
1033,1
10330,0
10331,0
10332,1
10333,6.60E-32
10334,1.77E-33
10335,1
10336,0
10337,6.23E-14
10338,1.80E-34
10339,1
1034,1
10340,1.57E-32
10341,6.63E-28
10342,1
10343,0
10344,1
10345,1
10346,7.99E-38
10347,1.57E-13
10348,1
10349,1
1035,2.50E-29
10350,1
10351,0
10352,1
10353,1.05E-16
10354,1
10355,1
10356,1.34E-29
10357,1
10358,2.19E-32
10359,1
1036,1
10360,2.08E-35
10361,0
10362,0
10363,0
10364,1
10365,7.27E-36
10366,1
10367,1
10368,1
10369,4.25E-14
1037,1
10370,0.999999881
10371,0
10372,1
10373,0
10374,1
10375,2.08E-15
10376,0
10377,2.74E-20
10378,0
10379,1
1038,1
10380,1
10381,6.40E-33
10382,1.82E-37
10383,0
10384,1
10385,1
10386,1.23E-22
10387,1
10388,0
10389,1.09E-35
1039,1.20E-34
10390,1
10391,1.89E-16
10392,1.66E-37
10393,0
10394,0
10395,1
10396,1
10397,0
10398,6.64E-25
10399,1
104,0
1040,1
10400,1
10401,2.78E-30
10402,2.62E-37
10403,1
10404,0
10405,0
10406,1
10407,0
10408,6.17E-36
10409,1
1041,1.88E-24
10410,0
10411,8.67E-20
10412,0
10413,0
10414,1
10415,1
10416,0
10417,2.40E-24
10418,0
10419,1
1042,1
10420,1
10421,1
10422,0.999993443
10423,0
10424,3.81E-36
10425,1
10426,3.75E-25
10427,1
10428,0.999992251
10429,1
1043,1.51E-35
10430,2.94E-21
10431,0
10432,1
10433,1
10434,1
10435,0
10436,1
10437,4.46E-33
10438,1
10439,1.14E-09
1044,1
10440,2.61E-37
10441,0
10442,1
10443,1
10444,1
10445,1
10446,1
10447,1
10448,1
10449,1
1045,1.97E-23
10450,4.08E-35
10451,8.02E-38
10452,3.48E-18
10453,1
10454,6.04E-37
10455,3.26E-20
10456,0.999999523
10457,1.32E-29
10458,1
10459,0
1046,5.66E-19
10460,7.65E-27
10461,0
10462,1
10463,6.06E-36
10464,1
10465,1
10466,1
10467,5.83E-28
10468,0
10469,0
1047,1.58E-35
10470,6.37E-28
10471,0
10472,0
10473,1
10474,1
10475,0
10476,1
10477,0
10478,1
10479,1
1048,1
10480,1.26E-35
10481,0
10482,0
10483,4.76E-38
10484,1
10485,1
10486,0
10487,1
10488,1
10489,1.47E-34
1049,0
10490,1
10491,0
10492,1
10493,3.51E-29
10494,1
10495,0
10496,1
10497,1
10498,0
10499,1
105,1
1050,3.20E-37
10500,1
10501,1
10502,1
10503,1.04E-35
10504,1
10505,1
10506,0
10507,2.62E-09
10508,0
10509,1
1051,5.15E-29
10510,1.43E-30
10511,0
10512,0
10513,6.70E-32
10514,1
10515,3.10E-30
10516,1
10517,1
10518,1
10519,8.80E-36
1052,1
10520,1
10521,0
10522,1
10523,1
10524,1
10525,1
10526,1
10527,1.17E-15
10528,0
10529,0
1053,1
10530,0
10531,1
10532,0
10533,5.52E-37
10534,1
10535,3.50E-21
10536,3.97E-30
10537,1
10538,8.40E-25
10539,0
1054,1
10540,1
10541,1
10542,1
10543,2.47E-20
10544,0
10545,7.62E-35
10546,0
10547,1
10548,1
10549,0
1055,1
10550,1
10551,1
10552,9.74E-31
10553,0
10554,1
10555,0
10556,1
10557,5.86E-29
10558,1
10559,1
1056,0.990958214
10560,0
10561,1
10562,1
10563,1
10564,1
10565,1
10566,1
10567,1
10568,1
10569,1
1057,1
10570,1
10571,1
10572,4.33E-34
10573,0
10574,1
10575,0
10576,0
10577,1.26E-31
10578,1
10579,1
1058,1
10580,1
10581,1
10582,2.87E-28
10583,0.999978304
10584,0.999999523
10585,1.35E-22
10586,0
10587,1
10588,1
10589,2.03E-18
1059,1
10590,3.67E-32
10591,1
10592,0
10593,1
10594,1
10595,1
10596,1.25E-25
10597,0
10598,1
10599,1
106,1
1060,1.52E-25
10600,1
10601,1.33E-09
10602,1
10603,0
10604,3.67E-32
10605,7.04E-10
10606,1
10607,1.76E-31
10608,1
10609,1
1061,0
10610,1
10611,0
10612,1
10613,0
10614,1.42E-38
10615,0
10616,1
10617,1.04E-29
10618,1.30E-35
10619,2.24E-33
1062,0
10620,1
10621,4.37E-38
10622,2.72E-10
10623,1.30E-22
10624,3.16E-28
10625,1
10626,0
10627,0
10628,0
10629,1
1063,0
10630,0
10631,2.05E-31
10632,1
10633,1
10634,0
10635,2.60E-34
10636,1
10637,1.57E-26
10638,0
10639,1
1064,2.29E-22
10640,1
10641,1
10642,1
10643,0
10644,1
10645,1
10646,1
10647,5.65E-19
10648,1
10649,7.57E-30
1065,0
10650,1.86E-25
10651,1
10652,2.38E-30
10653,0
10654,0
10655,0
10656,1
10657,2.69E-28
10658,1
10659,1
1066,1
10660,1.22E-34
10661,1
10662,1
10663,1
10664,2.69E-33
10665,3.43E-34
10666,1
10667,1
10668,2.11E-34
10669,0
1067,1
10670,1.42E-38
10671,4.42E-35
10672,4.28E-34
10673,1
10674,0
10675,1.49E-32
10676,1.28E-20
10677,7.49E-05
10678,2.25E-29
10679,0
1068,1
10680,1
10681,0
10682,8.22E-31
10683,1
10684,1
10685,0
10686,2.49E-38
10687,0
10688,1
10689,1
1069,8.91E-28
10690,0
10691,0
10692,1
10693,4.15E-33
10694,1.31E-30
10695,1
10696,1
10697,1
10698,2.93E-17
10699,1
107,0
1070,1
10700,0
10701,1
10702,1
10703,1.11E-08
10704,9.72E-25
10705,1
10706,1
10707,1
10708,5.85E-27
10709,1
1071,0
10710,1
10711,3.78E-37
10712,1
10713,6.12E-37
10714,0.999642611
10715,1
10716,0
10717,1
10718,3.38E-37
10719,1
1072,1
10720,1
10721,0
10722,3.19E-35
10723,1
10724,1
10725,1
10726,1.17E-27
10727,0
10728,1.10E-37
10729,0
1073,9.74E-33
10730,1
10731,1
10732,4.10E-29
10733,1
10734,3.73E-23
10735,9.34E-22
10736,0.985230505
10737,5.24E-38
10738,1
10739,1
1074,1
10740,5.74E-21
10741,2.57E-20
10742,1
10743,1
10744,1
10745,1.24E-15
10746,0
10747,2.22E-19
10748,0
10749,0
1075,1
10750,1
10751,0
10752,1
10753,0.999995112
10754,0
10755,1
10756,1
10757,0
10758,1
10759,1.99E-37
1076,0
10760,8.50E-19
10761,1.57E-07
10762,5.78E-29
10763,0
10764,0
10765,1
10766,1
10767,1
10768,1
10769,1
1077,1
10770,1
10771,1
10772,0.999999762
10773,1
10774,5.91E-34
10775,0
10776,2.44E-29
10777,1
10778,0
10779,3.89E-22
1078,5.97E-15
10780,0
10781,8.77E-28
10782,1
10783,4.36E-30
10784,0
10785,1
10786,1.87E-36
10787,1
10788,1
10789,0
1079,1
10790,1
10791,2.64E-20
10792,7.68E-21
10793,1.56E-23
10794,1
10795,1
10796,2.65E-29
10797,1.18E-29
10798,1
10799,0
108,9.57E-38
1080,1
10800,2.41E-11
10801,1
10802,0
10803,1.88E-33
10804,1
10805,1.58E-23
10806,1
10807,0
10808,1
10809,0
1081,1
10810,8.03E-37
10811,1
10812,1.50E-29
10813,2.68E-37
10814,0
10815,1
10816,2.03E-24
10817,0
10818,4.33E-32
10819,1.93E-38
1082,1
10820,1
10821,1
10822,0
10823,5.37E-33
10824,0
10825,1
10826,1
10827,0
10828,3.87E-18
10829,1
1083,1
10830,0
10831,1
10832,1
10833,1.09E-23
10834,2.09E-17
10835,6.51E-32
10836,1
10837,3.86E-21
10838,1
10839,0
1084,0
10840,1.98E-38
10841,0
10842,3.04E-32
10843,9.73E-29
10844,1
10845,1
10846,1.19E-18
10847,1
10848,1
10849,7.56E-36
1085,3.48E-11
10850,0
10851,1
10852,0.574604094
10853,1
10854,1
10855,1
10856,2.20E-36
10857,1
10858,1
10859,1
1086,1
10860,0
10861,1
10862,0
10863,1
10864,0.999118388
10865,0
10866,1
10867,0
10868,1.58E-19
10869,1
1087,1
10870,5.40E-26
10871,1.07E-30
10872,1
10873,0
10874,1.39E-19
10875,1
10876,1
10877,4.06E-38
10878,0
10879,1
1088,2.96E-36
10880,0
10881,1
10882,6.46E-06
10883,1
10884,0
10885,5.58E-36
10886,0
10887,0
10888,1
10889,1.49E-22
1089,1
10890,0
10891,8.11E-26
10892,1
10893,8.25E-37
10894,2.73E-31
10895,1
10896,1
10897,0.9457497
10898,1
10899,1
109,1
1090,9.40E-32
10900,1
10901,5.51E-38
10902,1
10903,1
10904,1
10905,1
10906,2.47E-34
10907,1
10908,0.007503628
10909,1
1091,1
10910,9.64E-21
10911,1
10912,1
10913,2.60E-33
10914,1
10915,0
10916,1
10917,3.23E-07
10918,0
10919,1
1092,1.76E-12
10920,1
10921,1.94E-30
10922,0
10923,1.82E-09
10924,1
10925,1
10926,1
10927,0
10928,0
10929,1
1093,1
10930,1
10931,1.25E-19
10932,1
10933,1.98E-22
10934,0
10935,1
10936,1
10937,1
10938,0
10939,3.93E-36
1094,1
10940,1
10941,0
10942,7.73E-14
10943,5.10E-22
10944,2.30E-26
10945,1.26E-31
10946,1
10947,0
10948,1
10949,0
1095,1
10950,0
10951,1
10952,1
10953,7.14E-34
10954,1
10955,1.77E-37
10956,1.35E-20
10957,1
10958,0
10959,1
1096,1
10960,1.05E-27
10961,1
10962,1
10963,1
10964,0
10965,5.29E-36
10966,1
10967,1.74E-19
10968,1
10969,0
1097,1.07E-30
10970,0
10971,0
10972,0
10973,1
10974,1
10975,0
10976,1
10977,6.06E-38
10978,1.61E-26
10979,1
1098,1.83E-28
10980,0
10981,1
10982,1
10983,1
10984,1
10985,1
10986,0
10987,1.09E-32
10988,3.46E-27
10989,0
1099,2.58E-36
10990,1
10991,1.32E-26
10992,0
10993,1
10994,1
10995,4.19E-33
10996,1
10997,0
10998,1
10999,6.39E-38
11,0
110,1
1100,1
11000,2.27E-16
11001,1
11002,1
11003,3.77E-20
11004,2.24E-36
11005,1
11006,1
11007,1
11008,0
11009,1.60E-15
1101,1
11010,1
11011,0.999999881
11012,1
11013,1
11014,0.999999285
11015,1
11016,1
11017,3.68E-33
11018,3.42E-33
11019,1
1102,2.56E-37
11020,1
11021,1
11022,0
11023,1
11024,1
11025,1.79E-37
11026,4.50E-37
11027,1
11028,6.35E-31
11029,1.19E-08
1103,1.18E-26
11030,1
11031,0
11032,0
11033,1
11034,1
11035,1
11036,1
11037,1
11038,0
11039,0
1104,8.68E-31
11040,4.51E-28
11041,1
11042,0
11043,1
11044,1
11045,0
11046,1
11047,1
11048,1
11049,2.24E-28
1105,1
11050,1
11051,1
11052,0
11053,1
11054,1
11055,1.09E-18
11056,0
11057,1
11058,1.56E-19
11059,1.37E-28
1106,1
11060,2.51E-21
11061,0
11062,1
11063,1
11064,0
11065,1
11066,1
11067,0
11068,0
11069,1
1107,3.63E-35
11070,1
11071,1
11072,4.00E-16
11073,0.000100897
11074,0
11075,0
11076,0
11077,0
11078,1.88E-29
11079,1
1108,1
11080,1
11081,1
11082,3.29E-34
11083,1
11084,1
11085,1
11086,0
11087,0
11088,9.21E-35
11089,1
1109,2.63E-31
11090,1
11091,1.97E-08
11092,1
11093,1
11094,1.73E-22
11095,1
11096,1
11097,1
11098,4.02E-30
11099,9.68E-10
111,1
1110,0
11100,1
11101,1
11102,4.03E-18
11103,0
11104,1
11105,4.89E-20
11106,1.64E-36
11107,1
11108,6.25E-38
11109,0
1111,3.35E-29
11110,1.87E-35
11111,1
11112,1
11113,1.43E-23
11114,1
11115,9.58E-38
11116,1
11117,1
11118,0
11119,0
1112,0
11120,1.90E-09
11121,3.41E-05
11122,0
11123,1
11124,0
11125,1
11126,1
11127,2.35E-33
11128,1
11129,0
1113,0
11130,0
11131,0
11132,1
11133,1
11134,1
11135,2.02E-34
11136,2.40E-37
11137,0
11138,1
11139,1
1114,1
11140,1
11141,1
11142,0
11143,1
11144,0
11145,1
11146,1
11147,1
11148,1
11149,1
1115,1
11150,8.70E-36
11151,1
11152,1
11153,1
11154,1
11155,1
11156,4.91E-32
11157,1
11158,1.47E-28
11159,1
1116,1
11160,8.72E-29
11161,0.977631032
11162,0
11163,1.94E-31
11164,1
11165,1
11166,0
11167,8.72E-23
11168,1.83E-22
11169,1
1117,7.61E-38
11170,1
11171,0
11172,0
11173,1
11174,1
11175,1
11176,1
11177,7.42E-25
11178,1
11179,0
1118,0
11180,1
11181,1
11182,1
11183,1.02E-36
11184,3.14E-22
11185,0
11186,1.01E-07
11187,0
11188,1
11189,1
1119,0
11190,0
11191,1
11192,4.59E-27
11193,1
11194,1
11195,1
11196,0
11197,0
11198,1.74E-17
11199,0
112,1
1120,3.32E-28
11200,4.57E-07
11201,1
11202,1
11203,5.84E-30
11204,1
11205,1
11206,0
11207,0
11208,1
11209,2.16E-26
1121,1
11210,1
11211,2.38E-07
11212,1
11213,1
11214,1.68E-34
11215,4.39E-33
11216,3.26E-35
11217,1
11218,1
11219,0
1122,1
11220,7.85E-14
11221,2.08E-15
11222,1
11223,3.24E-07
11224,1
11225,2.71E-25
11226,0
11227,1
11228,8.88E-32
11229,1
1123,0
11230,1
11231,1
11232,1
11233,1.47E-36
11234,0
11235,1
11236,0
11237,1
11238,1
11239,1
1124,3.50E-21
11240,4.45E-33
11241,1
11242,1
11243,0
11244,1
11245,3.60E-34
11246,1.14E-13
11247,1
11248,1
11249,1
1125,0
11250,1
11251,1
11252,1.87E-26
11253,1
11254,1
11255,1
11256,0
11257,0
11258,1
11259,4.13E-34
1126,4.19E-36
11260,0
11261,1
11262,1
11263,0
11264,0
11265,1
11266,2.98E-25
11267,1.63E-31
11268,1
11269,1
1127,0
11270,0
11271,3.45E-25
11272,1
11273,1
11274,1
11275,0
11276,0
11277,1
11278,1
11279,1
1128,0
11280,8.04E-09
11281,1
11282,1
11283,1
11284,1
11285,1.38E-38
11286,1
11287,0
11288,9.76E-34
11289,0
1129,1
11290,1
11291,0
11292,1
11293,1
11294,1
11295,2.21E-36
11296,1
11297,1
11298,0
11299,1.22E-27
113,1
1130,1
11300,1
11301,0
11302,1
11303,1
11304,1
11305,1
11306,1
11307,1
11308,1
11309,1
1131,1
11310,1
11311,1
11312,1
11313,0
11314,1
11315,1.31E-10
11316,1
11317,0
11318,1.74E-33
11319,1
1132,5.07E-36
11320,1
11321,1
11322,1
11323,6.87E-37
11324,2.88E-18
11325,1.40E-31
11326,1
11327,1
11328,0
11329,1
1133,2.98E-29
11330,4.52E-30
11331,1
11332,1
11333,1
11334,1
11335,1
11336,9.13E-36
11337,1
11338,7.85E-33
11339,1
1134,6.51E-33
11340,1
11341,1
11342,1.08E-33
11343,1
11344,1
11345,1.98E-37
11346,1
11347,1
11348,1
11349,0.999993324
1135,6.88E-32
11350,0
11351,6.34E-32
11352,1
11353,0
11354,1.80E-28
11355,0
11356,1
11357,1
11358,1
11359,0
1136,1
11360,1
11361,4.55E-28
11362,1.81E-36
11363,1
11364,6.61E-36
11365,0
11366,1
11367,0
11368,2.27E-31
11369,1.09E-37
1137,3.99E-34
11370,1
11371,1
11372,2.05E-36
11373,7.52E-25
11374,0
11375,9.93E-25
11376,1.44E-38
11377,0
11378,1
11379,1
1138,0
11380,1
11381,0
11382,1
11383,1
11384,0
11385,1
11386,1
11387,1
11388,4.58E-33
11389,1.59E-34
1139,9.56E-18
11390,3.85E-38
11391,1
11392,8.43E-38
11393,4.56E-30
11394,1
11395,1
11396,0
11397,0
11398,1
11399,1
114,4.73E-26
1140,1.44E-37
11400,1
11401,0
11402,1
11403,3.32E-24
11404,2.97E-35
11405,1.04E-31
11406,1
11407,5.40E-30
11408,1
11409,3.35E-27
1141,9.64E-33
11410,1.46E-23
11411,1
11412,1
11413,3.46E-34
11414,2.40E-30
11415,5.09E-22
11416,1
11417,1
11418,5.33E-08
11419,1
1142,4.01E-28
11420,1
11421,7.78E-38
11422,1
11423,1
11424,1.57E-30
11425,1
11426,1
11427,1
11428,1
11429,1
1143,4.44E-31
11430,1
11431,0
11432,0
11433,0
11434,9.66E-35
11435,1
11436,6.50E-09
11437,1
11438,1
11439,1
1144,1
11440,0
11441,1
11442,1
11443,1
11444,0
11445,1
11446,0
11447,0
11448,1
11449,1
1145,1
11450,1.64E-33
11451,1
11452,1
11453,1
11454,1
11455,0
11456,2.25E-29
11457,0
11458,1
11459,1
1146,1
11460,0
11461,1
11462,8.71E-05
11463,0
11464,1
11465,0
11466,8.82E-37
11467,0
11468,1
11469,1
1147,1
11470,1
11471,1.06E-18
11472,1
11473,1
11474,9.45E-26
11475,0
11476,0.744378209
11477,5.15E-24
11478,1
11479,2.07E-28
1148,0
11480,1.70E-35
11481,2.67E-33
11482,1
11483,1
11484,0
11485,2.95E-35
11486,1
11487,1
11488,1
11489,0
1149,1
11490,1
11491,0
11492,4.85E-36
11493,0
11494,1
11495,2.01E-30
11496,1
11497,1
11498,1.80E-28
11499,8.20E-26
115,2.04E-28
1150,0
11500,2.35E-34
11501,1.58E-30
11502,1
11503,1
11504,0
11505,2.51E-28
11506,1
11507,0.999930024
11508,7.14E-38
11509,1.65E-38
1151,1
11510,1
11511,1.02E-27
11512,1
11513,1
11514,1
11515,1
11516,1
11517,7.08E-27
11518,0
11519,1
1152,4.27E-33
11520,1
11521,1
11522,1
11523,3.44E-31
11524,0
11525,0
11526,1
11527,1
11528,0
11529,0
1153,0
11530,1
11531,0
11532,2.83E-09
11533,1
11534,0
11535,1
11536,1
11537,0.000102844
11538,0
11539,1
1154,1
11540,2.73E-24
11541,1
11542,1
11543,0
11544,0
11545,0
11546,6.40E-36
11547,0
11548,1
11549,7.79E-23
1155,1
11550,1
11551,0
11552,1
11553,1
11554,1
11555,1
11556,0
11557,0
11558,0.996615827
11559,0
1156,0
11560,0
11561,1
11562,1
11563,0
11564,0
11565,2.18E-28
11566,0
11567,1
11568,5.46E-23
11569,1
1157,1
11570,9.99E-30
11571,1
11572,0
11573,0
11574,0
11575,1
11576,1
11577,0
11578,0
11579,1
1158,1
11580,1
11581,6.71E-26
11582,0
11583,0
11584,1
11585,1
11586,1
11587,0
11588,0
11589,1
1159,1.36E-35
11590,0
11591,1.34E-20
11592,0
11593,1
11594,0
11595,0
11596,2.47E-22
11597,0
11598,1
11599,0
116,0
1160,0
11600,0.872364283
11601,1
11602,0.999999881
11603,1
11604,1
11605,1
11606,7.24E-26
11607,1.04E-27
11608,0
11609,0
1161,7.94E-38
11610,1.97E-16
11611,3.43E-31
11612,0
11613,1
11614,4.56E-35
11615,5.26E-35
11616,0
11617,1
11618,5.81E-37
11619,4.87E-35
1162,3.96E-31
11620,0
11621,1.46E-34
11622,0
11623,1
11624,8.64E-05
11625,1
11626,1
11627,1
11628,1
11629,1
1163,0
11630,1
11631,5.98E-23
11632,0
11633,1.59E-25
11634,0
11635,1
11636,6.79E-26
11637,2.11E-25
11638,1.07E-36
11639,2.30E-20
1164,0
11640,1
11641,0
11642,1
11643,1
11644,6.41E-37
11645,1
11646,1
11647,1
11648,1
11649,1
1165,0.050724741
11650,1
11651,1
11652,0
11653,0
11654,1
11655,1
11656,1
11657,5.02E-29
11658,4.81E-19
11659,1.63E-25
1166,1
11660,1
11661,0
11662,0
11663,1
11664,4.98E-30
11665,1
11666,0
11667,5.08E-36
11668,0
11669,1
1167,1
11670,1
11671,1
11672,3.55E-21
11673,1
11674,1.97E-09
11675,1.60E-30
11676,0
11677,1
11678,5.08E-12
11679,0
1168,1.95E-38
11680,1.00E-34
11681,1
11682,0
11683,1
11684,5.31E-05
11685,0
11686,1
11687,0
11688,1
11689,7.39E-32
1169,0.999999642
11690,1
11691,1.01E-27
11692,0
11693,2.75E-32
11694,1
11695,0
11696,1
11697,1
11698,9.44E-33
11699,1
117,6.37E-30
1170,1
11700,0
11701,5.25E-33
11702,3.38E-33
11703,0
11704,0
11705,1
11706,1
11707,1
11708,6.35E-37
11709,1
1171,8.94E-36
11710,7.45E-14
11711,0.975530267
11712,8.77E-36
11713,1
11714,1.46E-25
11715,1
11716,1
11717,1
11718,1
11719,0
1172,1
11720,1
11721,0
11722,5.17E-33
11723,1
11724,2.50E-38
11725,1
11726,7.82E-38
11727,0
11728,0
11729,1
1173,1
11730,8.51E-25
11731,1
11732,1
11733,1
11734,2.33E-25
11735,1
11736,9.92E-26
11737,0.839015186
11738,1.58E-17
11739,1.47E-33
1174,1
11740,1
11741,1.37E-25
11742,0
11743,0
11744,1.68E-15
11745,0
11746,0
11747,0
11748,1.28E-36
11749,1
1175,1
11750,5.65E-24
11751,1.07E-35
11752,1
11753,1
11754,6.11E-38
11755,1.96E-37
11756,0.999948621
11757,1
11758,1
11759,1
1176,0
11760,1
11761,1
11762,1
11763,1
11764,1
11765,1
11766,1
11767,1
11768,2.87E-25
11769,3.56E-33
1177,2.41E-25
11770,1
11771,3.57E-32
11772,5.57E-17
11773,1
11774,6.75E-05
11775,1
11776,1
11777,1.96E-33
11778,1
11779,0
1178,2.83E-30
11780,1
11781,1
11782,1
11783,6.99E-38
11784,5.99E-32
11785,1
11786,0
11787,1
11788,0
11789,1
1179,1
11790,1
11791,1
11792,1
11793,5.72E-38
11794,0
11795,1
11796,0
11797,4.81E-35
11798,0
11799,1
118,1
1180,1
11800,1.52E-17
11801,1
11802,1
11803,2.28E-27
11804,1
11805,1
11806,1
11807,0
11808,3.76E-15
11809,1
1181,3.40E-21
11810,1
11811,1.07E-29
11812,1
11813,3.94E-34
11814,1
11815,1
11816,1
11817,5.80E-28
11818,9.44E-17
11819,7.33E-38
1182,1
11820,9.58E-06
11821,1
11822,1
11823,1
11824,3.40E-27
11825,1
11826,3.94E-15
11827,1
11828,1
11829,1
1183,1
11830,0
11831,1
11832,1
11833,1
11834,4.12E-20
11835,1
11836,1
11837,3.43E-33
11838,1
11839,1
1184,1
11840,1
11841,1
11842,0
11843,1
11844,1
11845,6.47E-33
11846,1
11847,4.63E-06
11848,0
11849,1
1185,0
11850,1
11851,1.11E-09
11852,1
11853,1.14E-33
11854,0
11855,1
11856,5.24E-19
11857,0
11858,0
11859,5.54E-17
1186,1
11860,0
11861,1
11862,1
11863,1
11864,1.88E-24
11865,5.53E-28
11866,1
11867,1
11868,6.95E-24
11869,1
1187,5.67E-28
11870,1
11871,1
11872,5.21E-33
11873,1.33E-08
11874,1
11875,4.62E-13
11876,5.30E-16
11877,1
11878,1
11879,1
1188,1
11880,1.02E-10
11881,0.001582261
11882,1
11883,1
11884,1.44E-28
11885,0
11886,1
11887,4.97E-38
11888,0
11889,2.00E-37
1189,2.04E-08
11890,1.80E-36
11891,0
11892,0.995560169
11893,3.21E-14
11894,1
11895,1
11896,0
11897,1
11898,7.21E-27
11899,5.34E-30
119,1
1190,5.10E-07
11900,0
11901,0.000462134
11902,1
11903,3.70E-30
11904,1
11905,0
11906,1
11907,1
11908,9.34E-30
11909,3.26E-35
1191,1
11910,1
11911,4.61E-38
11912,1
11913,0.250365108
11914,6.74E-33
11915,1
11916,0
11917,0.99988389
11918,1
11919,0
1192,1.40E-27
11920,1
11921,1
11922,1
11923,1
11924,0
11925,1.34E-12
11926,1
11927,1
11928,1
11929,1
1193,0
11930,1.92E-31
11931,7.77E-22
11932,1
